0+10.50,RC48480,949511.731,685594.118,4624.842,BEND,BEND:PIPE_BEND_TYPE_D,OVB,BEND:TECHNIQUE_D,FIELD BEND,BEND:BEND_RADIUS,1.5,BEND:HORIZ_ANGLE,1.5,BEND:VERT_ANGLE,1,BEND:HEAT_NUMBER,A501531,BEND:FABRICATOR_NAME,JO MAX,BEND:STD_APC_TAG_NUMBER,UNKNOWN,BEND:STD_COMMENTS,,BEND:STD_DESCRIPTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0+11.00,RC48481,949537.472,685595.922,4624.244,BEND,BEND:PIPE_BEND_TYPE_D,OVB,BEND:TECHNIQUE_D,FIELD BEND,BEND:BEND_RADIUS,1.5,BEND:HORIZ_ANGLE,1.5,BEND:VERT_ANGLE,1,BEND:HEAT_NUMBER,A501531,BEND:FABRICATOR_NAME,JO MAX,BEND:STD_APC_TAG_NUMBER,UNKNOWN,BEND:STD_COMMENTS,,BEND:STD_DESCRIPTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0+11.50,RC48482,949544.62,685593.536,4628.629,NG,NG:STD_COMMENTS,DIRT,NG:STD_DESCRIPTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0+12.00,RC48483,949544.492,685596.597,4623.825,WELD,WELD:DOC,4.7,WELD:MEASUREMENT_METHOD_D,SURVEY,WELD:X_RAY_NUMBER,AML-88,WELD:WELDER_ID,D54-L92-L56,WELD:WELD_PASS_LF,YES,WELD:WELDER_ID_BEAD,D54,WELD:WELDER_ID_HOT_PASS,L92,WELD:WELDER_ID_HOT_FILL,L56,WELD:WELDER_ID_CAP,L56,WELD:WELD_THICKNESS,0.25,WELD:WELD_CONDITION_D,EXCELLENT,WELD:EXT_COATING_TYPE_D,WRAP,WELD:EXT_COATING_SUBTYPE_D,UNKNOWN,WELD:EXT_COATING_MATERIAL_D,RD-6,WELD:EXT_COATING_THICKNESS,UNKNOWN,WELD:EXT_COATING_MNFCTR_D,UNKNOWN,WELD:EXT_COATING_PRODUCT_NAME,UNKNOWN,WELD:EXT_COATING_APLCTR_D,UNKNOWN,WELD:EXT_COATING_WHR_APLD_D,ON SITE,WELD:EXT_COATING_DATE_APPLIED,4/17/2025,WELD:STD_COMMENTS,,WELD:STD_DESCRIPTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0+12.50,RC48484,949559.769,685597.546,4622.962,PIPE,PIPE:JOINT,2JT-98,PIPE:JOINT LENGTH,45,PIPE:PIPE_LENGTH_HEAT_NUMBER,A501531,PIPE:ABOVE_GROUND_STATUS_D,BELOW GROUND,PIPE:CATH_PRTCTN_RNG_PRT_LF_D,YES,PIPE:CATH_PRTCTN_RNG_TYPE_D,MAGNESIUM BAGS,PIPE:PIPE_LENGTH_END_TREATMENT_D,UNKNOWN,PIPE:PIPE_SEG_MANUFACTURER_D,AXIS,PIPE:PIPE_SEG_DATE_MANUFACTURED,4/17/2025,PIPE:PIPE_SEG_MILL_LOC_D,UNKNOWN,PIPE:PIPE_SEG_MILL_TST_PRESSURE,2050,PIPE:PIPE_SEG_MATERIAL_D,STEEL,PIPE:PIPE_SEG_NML_DIAM_D,12,PIPE:PIPE_SEG_NML_WAL_THICKNS_G_D,0.25,PIPE:PIPE_SEG_PIPE_LNG_SEAM_D,OTHER,PIPE:PIPE_SEG_SPECIFICATION_D,API 5L,PIPE:PIPE_SEG_PIPE_GRADE_D,X52M,PIPE:PIPE_SEG_SMYS_D,Unknown,PIPE:MAOP_RATING,0,PIPE:EXT_COATING_TYPE_D,FBE,PIPE:EXT_COATING_SUBTYPE_D,FBE,PIPE:EXT_COATING_MATERIAL_D,AXIS PIPE,PIPE:EXT_COATING_THICKNESS,UNKNOWN,PIPE:EXT_COATING_MNFCTR_D,VALSPAR,PIPE:EXT_COATING_PRODUCT_NAME,UNKNOWN,PIPE:EXT_COATING_APLCTR_D,UNKNOWN,PIPE:EXT_COATING_WHR_APLD_D,UNKNOWN,PIPE:EXT_COATING_DATE_APPLIED,4/17/2025,PIPE:INT_COATING_TYPE_D,BARE,PIPE:INT_COATING_SUBTYPE_D,UNKNOWN,PIPE:INT_COATING_MATERIAL_D,BARE,PIPE:INT_COATING_MNFCTR_D,UNKNOWN,PIPE:INT_COATING_PRODUCT_NAME,NONE,PIPE:BEDDING_MATERIAL_D,NATIVE SOIL,PIPE:STD_COMMENTS,,PIPE:STD_DESCRIPTION
0+12.50,RC48485,949588.854,685596.242,4625.905,NG,NG:STD_COMMENTS,DIRT,NG:STD_DESCRIPTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0+12.50,RC48486,949589.265,685599.867,4621.156,WELD,WELD:DOC,4.7,WELD:MEASUREMENT_METHOD_D,SURVEY,WELD:X_RAY_NUMBER,A-2ML-89,WELD:WELDER_ID,D54-L92-L86,WELD:WELD_PASS_LF,YES,WELD:WELDER_ID_BEAD,D54,WELD:WELDER_ID_HOT_PASS,L92,WELD:WELDER_ID_HOT_FILL,L86,WELD:WELDER_ID_CAP,L86,WELD:WELD_THICKNESS,0.25,WELD:WELD_CONDITION_D,EXCELLENT,WELD:EXT_COATING_TYPE_D,WRAP,WELD:EXT_COATING_SUBTYPE_D,UNKNOWN,WELD:EXT_COATING_MATERIAL_D,RD-6,WELD:EXT_COATING_THICKNESS,UNKNOWN,WELD:EXT_COATING_MNFCTR_D,UNKNOWN,WELD:EXT_COATING_PRODUCT_NAME,UNKNOWN,WELD:EXT_COATING_APLCTR_D,UNKNOWN,WELD:EXT_COATING_WHR_APLD_D,ON SITE,WELD:EXT_COATING_DATE_APPLIED,4/17/2025,WELD:STD_COMMENTS,,WELD:STD_DESCRIPTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0+12.50,RC48487,949613.066,685601.445,4620.097,PIPE,PIPE:JOINT,2JT-99,PIPE:JOINT LENGTH,45,PIPE:PIPE_LENGTH_HEAT_NUMBER,A501531,PIPE:ABOVE_GROUND_STATUS_D,BELOW GROUND,PIPE:CATH_PRTCTN_RNG_PRT_LF_D,YES,PIPE:CATH_PRTCTN_RNG_TYPE_D,MAGNESIUM BAGS,PIPE:PIPE_LENGTH_END_TREATMENT_D,UNKNOWN,PIPE:PIPE_SEG_MANUFACTURER_D,AXIS,PIPE:PIPE_SEG_DATE_MANUFACTURED,4/17/2025,PIPE:PIPE_SEG_MILL_LOC_D,UNKNOWN,PIPE:PIPE_SEG_MILL_TST_PRESSURE,2050,PIPE:PIPE_SEG_MATERIAL_D,STEEL,PIPE:PIPE_SEG_NML_DIAM_D,12,PIPE:PIPE_SEG_NML_WAL_THICKNS_G_D,0.25,PIPE:PIPE_SEG_PIPE_LNG_SEAM_D,OTHER,PIPE:PIPE_SEG_SPECIFICATION_D,API 5L,PIPE:PIPE_SEG_PIPE_GRADE_D,X52M,PIPE:PIPE_SEG_SMYS_D,Unknown,PIPE:MAOP_RATING,0,PIPE:EXT_COATING_TYPE_D,FBE,PIPE:EXT_COATING_SUBTYPE_D,FBE,PIPE:EXT_COATING_MATERIAL_D,AXIS PIPE,PIPE:EXT_COATING_THICKNESS,UNKNOWN,PIPE:EXT_COATING_MNFCTR_D,VALSPAR,PIPE:EXT_COATING_PRODUCT_NAME,UNKNOWN,PIPE:EXT_COATING_APLCTR_D,UNKNOWN,PIPE:EXT_COATING_WHR_APLD_D,UNKNOWN,PIPE:EXT_COATING_DATE_APPLIED,4/17/2025,PIPE:INT_COATING_TYPE_D,BARE,PIPE:INT_COATING_SUBTYPE_D,UNKNOWN,PIPE:INT_COATING_MATERIAL_D,BARE,PIPE:INT_COATING_MNFCTR_D,UNKNOWN,PIPE:INT_COATING_PRODUCT_NAME,NONE,PIPE:BEDDING_MATERIAL_D,NATIVE SOIL,PIPE:STD_COMMENTS,,PIPE:STD_DESCRIPTION
0+14.50,RC48488,949613.077,685601.435,4620.128,BEND,BEND:PIPE_BEND_TYPE_D,SAG,BEND:TECHNIQUE_D,FIELD BEND,BEND:BEND_RADIUS,3,BEND:HORIZ_ANGLE,3,BEND:VERT_ANGLE,1,BEND:HEAT_NUMBER,A501531,BEND:FABRICATOR_NAME,JO MAX,BEND:STD_APC_TAG_NUMBER,UNKNOWN,BEND:STD_COMMENTS,,BEND:STD_DESCRIPTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0+15.00,RC48489,949633.698,685599.981,4624.723,NG,NG:STD_COMMENTS,DIRT,NG:STD_DESCRIPTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0+15.50,RC48490,949633.843,685602.736,4620.068,WELD,WELD:DOC,4.6,WELD:MEASUREMENT_METHOD_D,SURVEY,WELD:X_RAY_NUMBER,A-2ML-90,WELD:WELDER_ID,D54-L92-L84,WELD:WELD_PASS_LF,YES,WELD:WELDER_ID_BEAD,D54,WELD:WELDER_ID_HOT_PASS,L92,WELD:WELDER_ID_HOT_FILL,L84,WELD:WELDER_ID_CAP,L84,WELD:WELD_THICKNESS,0.25,WELD:WELD_CONDITION_D,EXCELLENT,WELD:EXT_COATING_TYPE_D,WRAP,WELD:EXT_COATING_SUBTYPE_D,UNKNOWN,WELD:EXT_COATING_MATERIAL_D,RD-6,WELD:EXT_COATING_THICKNESS,UNKNOWN,WELD:EXT_COATING_MNFCTR_D,UNKNOWN,WELD:EXT_COATING_PRODUCT_NAME,UNKNOWN,WELD:EXT_COATING_APLCTR_D,UNKNOWN,WELD:EXT_COATING_WHR_APLD_D,ON SITE,WELD:EXT_COATING_DATE_APPLIED,4/17/2025,WELD:STD_COMMENTS,,WELD:STD_DESCRIPTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0+16.00,RC48491,949653.926,685603.975,4620.392,PIPE,PIPE:JOINT,JT-100,PIPE:JOINT LENGTH,45,PIPE:PIPE_LENGTH_HEAT_NUMBER,501531,PIPE:ABOVE_GROUND_STATUS_D,BELOW GROUND,PIPE:CATH_PRTCTN_RNG_PRT_LF_D,YES,PIPE:CATH_PRTCTN_RNG_TYPE_D,MAGNESIUM BAGS,PIPE:PIPE_LENGTH_END_TREATMENT_D,UNKNOWN,PIPE:PIPE_SEG_MANUFACTURER_D,AXIS,PIPE:PIPE_SEG_DATE_MANUFACTURED,4/17/2025,PIPE:PIPE_SEG_MILL_LOC_D,UNKNOWN,PIPE:PIPE_SEG_MILL_TST_PRESSURE,2050,PIPE:PIPE_SEG_MATERIAL_D,STEEL,PIPE:PIPE_SEG_NML_DIAM_D,12,PIPE:PIPE_SEG_NML_WAL_THICKNS_G_D,0.25,PIPE:PIPE_SEG_PIPE_LNG_SEAM_D,OTHER,PIPE:PIPE_SEG_SPECIFICATION_D,API 5L,PIPE:PIPE_SEG_PIPE_GRADE_D,X52M,PIPE:PIPE_SEG_SMYS_D,Unknown,PIPE:MAOP_RATING,0,PIPE:EXT_COATING_TYPE_D,FBE,PIPE:EXT_COATING_SUBTYPE_D,FBE,PIPE:EXT_COATING_MATERIAL_D,AXIS PIPE,PIPE:EXT_COATING_THICKNESS,UNKNOWN,PIPE:EXT_COATING_MNFCTR_D,VALSPAR,PIPE:EXT_COATING_PRODUCT_NAME,UNKNOWN,PIPE:EXT_COATING_APLCTR_D,UNKNOWN,PIPE:EXT_COATING_WHR_APLD_D,UNKNOWN,PIPE:EXT_COATING_DATE_APPLIED,4/17/2025,PIPE:INT_COATING_TYPE_D,BARE,PIPE:INT_COATING_SUBTYPE_D,UNKNOWN,PIPE:INT_COATING_MATERIAL_D,BARE,PIPE:INT_COATING_MNFCTR_D,UNKNOWN,PIPE:INT_COATING_PRODUCT_NAME,NONE,PIPE:BEDDING_MATERIAL_D,NATIVE SOIL,PIPE:STD_COMMENTS,,PIPE:STD_DESCRIPTION
0+16.50,RC48492,949680.186,685596.325,4625.051,NG,NG:STD_COMMENTS,DIRT,NG:STD_DESCRIPTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0+17.00,RC48493,949678.572,685605.392,4621,LE,LE:JOINT NUMBER,2JT-100,LE:HEAT NUMBER,A501531,LE:STD_COMMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0+17.50,RC48494,949331.775,685556.302,4623.514,NG,NG:STD_COMMENTS,DIRT,NG:STD_DESCRIPTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0+18.00,RC48495,949325.269,685566.3,4618.121,LE,LE:JOINT NUMBER,2JT-93,LE:HEAT NUMBER,A500514,LE:STD_COMMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
